24.862396,8.841458,10.698894,18.305964,3.611932,4.933383,57.28949,98.172676,19.548145,51.160742,115.556864,24.041187,14.174876,18.033182,13.491755,32.000000
24.749467,7.856863,11.391846,18.396014,3.59288,4.917537,57.896653,96.701996,19.819023,52.061085,113.794614,24.475067,14.852832,17.629091,13.478772,32.000000
25.223817,9.975963,12.132212,17.965406,3.705068,4.9373,56.400779,97.803932,19.561125,50.671501,115.224675,23.655409,14.109442,18.222992,13.001158,32.000000
24.723483,9.788952,10.968905,17.747739,3.716109,4.790147,55.835991,97.809733,19.40855,50.031536,115.545268,23.320229,14.128615,18.322678,13.187365,32.000000
26.012525,8.933944,15.018917,18.394991,3.489114,4.696171,56.212244,98.233398,19.39933,50.543137,115.095517,23.65608,14.255661,18.039328,13.054785,32.000000
24.537557,9.316603,11.848194,16.996046,4.207598,5.017053,55.377665,97.507629,19.697942,49.454352,115.674164,23.384957,13.712627,18.168797,13.397635,32.000000
24.766865,10.064237,11.514947,17.912399,3.096062,4.961218,55.698728,98.186525,19.266689,50.004952,115.619621,23.512747,14.034183,17.955865,13.014596,32.000000
25.307549,9.999163,10.943323,17.990516,3.496681,4.98005,56.864036,97.075456,19.488593,51.201225,114.234034,23.876432,14.622621,18.527709,13.383086,32.000000
24.248697,9.317474,8.76769,16.161454,3.78537,5.114502,55.895533,97.167108,19.853036,50.676871,114.286655,23.972979,13.97341,17.809894,13.369276,32.000000
25.098947,10.048563,12.199831,18.218278,3.120406,5.10397,56.52588,96.40561,19.512462,50.549541,114.50841,23.602203,14.057673,18.183448,13.009945,32.000000
25.906414,11.053149,13.083443,17.816124,3.045405,4.95976,56.612689,96.942955,19.314645,51.089453,114.447908,23.491512,15.06095,18.10617,13.218496,32.000000
25.120887,11.242789,10.312285,18.754669,2.771943,5.400945,56.402908,96.612229,19.872688,50.529891,114.781152,23.777317,15.022726,18.037871,13.357795,32.000000
25.169995,10.612026,11.501126,18.265838,2.586733,5.250447,56.445584,96.408991,19.365308,50.344584,114.894694,23.085994,15.716253,17.608671,13.397446,32.000000
